invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I905345,53,Male,27,Jewelry,3,2614.09,Debit Card,12-28-2023,Akasya Acıbadem
I263610,28,Female,40,Kitchenware,2,1506.71,Debit Card,11-24-2022,Istinye Park
I366946,80,Female,34,Shoes,5,2561.63,Credit Card,03-27-2024,Metrocity
I047924,42,Female,25,Toys,8,760.57,Cash,04-19-2023,Kanyon
I003552,57,Male,59,Stationery,6,499.87,Cash,04-08-2023,Mall of Istanbul
I026082,3,Female,22,Stationery,7,1527.63,Credit Card,03-12-2024,Akasya Acıbadem
I079557,48,Male,65,Garden Supplies,9,1279.02,Cash,08-18-2023,Forum Istanbul
I847671,44,Female,58,Healthcare,8,2074.01,Cash,02-08-2024,Metropol AVM
I467567,92,Female,53,Beauty,6,399.07,Credit Card,07-04-2023,Capacity
I886159,84,Female,43,Garden Supplies,6,1825.55,Debit Card,04-16-2024,Akasya Acıbadem
I728065,11,Female,71,Kitchenware,2,739.0,Cash,07-16-2022,Capacity
I579299,81,Male,56,Home Appliances,3,442.92,Cash,05-14-2022,Istinye Park
I200007,12,Male,27,Grocery,1,2883.02,Debit Card,05-05-2023,Capacity
I329934,23,Male,18,Shoes,1,634.14,Debit Card,01-01-2023,Capacity
I887275,99,Female,77,Kitchenware,3,779.4,Credit Card,02-26-2023,Metropol AVM
I874225,98,Female,77,Grocery,8,1227.25,Credit Card,10-23-2023,Viaport Outlet
I960192,3,Male,65,Toys,9,2640.35,Debit Card,04-11-2023,Optimum Outlet
I785448,63,Female,51,Books,8,1995.34,Cash,05-18-2022,Cevahir Mall
I047376,15,Male,50,Grocery,1,2028.05,Cash,11-09-2023,Istinye Park
I377079,44,Male,62,Garden Supplies,2,2519.28,Cash,05-13-2023,Akasya Acıbadem
I792404,5,Female,62,Grocery,8,566.08,Cash,10-08-2022,Zorlu Center
I066897,19,Female,42,Grocery,3,1889.52,Credit Card,10-30-2022,Marmara Forum
I458193,87,Female,78,Grocery,2,2753.04,Credit Card,08-11-2023,Capacity
I556452,47,Male,63,Grocery,7,1587.14,Debit Card,08-18-2023,Cevahir Mall
I476340,51,Female,18,Jewelry,3,2768.9,Cash,05-14-2023,Zorlu Center
I167890,0,Male,60,Electronics,7,2578.28,Cash,04-05-2024,Mall of Istanbul
I485852,88,Female,80,Home Appliances,8,2439.15,Credit Card,08-22-2023,Kanyon
I182119,1,Male,38,Books,9,372.14,Cash,03-14-2024,Mall of Istanbul
I768558,24,Male,61,Toys,7,1970.64,Credit Card,07-19-2023,Istinye Park
I167924,94,Female,55,Electronics,4,2187.18,Cash,10-23-2023,Cevahir Mall
I495049,56,Male,80,Kitchenware,6,1564.62,Debit Card,08-07-2022,Emaar Square Mall
I596121,50,Female,39,Furniture,1,302.17,Cash,05-20-2023,Istanbul Sapphire
I769534,42,Male,57,Toys,3,2318.89,Cash,06-12-2022,Istanbul Sapphire
I547737,27,Female,38,Furniture,3,902.97,Debit Card,11-15-2022,Marmara Forum
I425485,18,Male,57,Home Appliances,2,2086.48,Credit Card,09-18-2022,Capacity
I717569,26,Male,58,Books,3,1320.31,Debit Card,11-20-2023,Istanbul Sapphire
I066073,2,Male,31,Toys,6,689.25,Credit Card,11-13-2023,Optimum Outlet
I988351,63,Male,62,Garden Supplies,1,2072.89,Debit Card,02-16-2024,Cevahir Mall
I580685,16,Female,44,Toys,1,2912.3,Cash,07-26-2023,Istanbul Sapphire
I977790,53,Female,60,Clothing,8,170.43,Debit Card,08-21-2022,Cevahir Mall
I512412,92,Female,53,Grocery,2,170.7,Cash,10-15-2022,Forum Istanbul
I043620,30,Male,23,Electronics,7,1308.34,Debit Card,06-26-2023,Zorlu Center
I436810,2,Male,33,Furniture,4,712.16,Debit Card,11-28-2023,Mall of Istanbul
I250475,47,Female,69,Sports Equipment,10,1003.02,Cash,04-29-2023,Optimum Outlet
I259423,60,Female,69,Electronics,9,1869.1,Cash,05-11-2023,Zorlu Center
I450627,57,Female,44,Electronics,7,970.15,Credit Card,01-05-2023,Mall of Istanbul
I384184,25,Female,19,Sports Equipment,1,2346.01,Credit Card,06-29-2022,Forum Istanbul
I653567,11,Female,38,Stationery,1,587.32,Cash,11-23-2023,Kanyon
I724697,90,Male,77,Sports Equipment,7,1756.96,Debit Card,01-03-2024,Optimum Outlet
I986629,2,Female,28,Sports Equipment,1,2633.94,Debit Card,11-08-2022,Akasya Acıbadem
I148441,31,Male,18,Grocery,9,934.03,Debit Card,11-07-2023,Istanbul Sapphire
I464875,5,Male,30,Grocery,10,2222.22,Credit Card,01-28-2024,Optimum Outlet
I716572,69,Female,80,Shoes,10,2042.18,Cash,01-30-2023,Zorlu Center
I830801,22,Male,60,Kitchenware,7,2944.12,Cash,06-01-2023,Marmara Forum
I534769,38,Male,65,Electronics,8,459.18,Cash,01-31-2024,Zorlu Center
I429892,84,Male,19,Sports Equipment,2,1086.03,Debit Card,02-27-2023,Viaport Outlet
I807052,46,Female,40,Clothing,5,339.32,Debit Card,05-18-2022,Cevahir Mall
I043985,85,Male,53,Books,10,366.03,Debit Card,06-07-2023,Viaport Outlet
I373919,75,Male,48,Jewelry,5,1079.74,Debit Card,01-06-2023,Cevahir Mall
I317111,69,Female,50,Jewelry,8,1526.15,Debit Card,09-30-2022,Capacity
I985396,56,Female,71,Shoes,7,2509.86,Debit Card,08-27-2023,Metropol AVM
I416955,33,Female,68,Home Appliances,10,1399.89,Credit Card,08-07-2022,Mall of Istanbul
I768329,31,Male,77,Home Appliances,2,2995.58,Credit Card,08-01-2023,Emaar Square Mall
I676417,88,Male,45,Kitchenware,6,2723.58,Debit Card,10-27-2023,Viaport Outlet
I913850,45,Female,42,Furniture,1,1987.7,Credit Card,07-02-2022,Kanyon
I391925,94,Female,67,Electronics,1,2423.97,Debit Card,10-17-2023,Cevahir Mall
I524728,28,Female,34,Toys,10,2583.45,Credit Card,05-21-2022,Istanbul Sapphire
I478466,23,Male,56,Sports Equipment,7,2293.41,Credit Card,03-13-2023,Marmara Forum
I377729,69,Female,61,Furniture,3,2469.34,Cash,03-25-2023,Marmara Forum
I117365,68,Male,72,Electronics,5,1463.27,Cash,11-17-2023,Istinye Park
I015696,96,Male,71,Books,10,19.65,Cash,09-05-2023,Istinye Park
I440649,83,Male,42,Kitchenware,1,1008.11,Debit Card,04-28-2023,Kanyon
I722285,32,Male,26,Healthcare,1,1315.13,Credit Card,06-11-2023,Marmara Forum
I134739,54,Female,46,Shoes,5,1085.88,Debit Card,03-30-2023,Forum Istanbul
I158859,23,Female,47,Shoes,10,1162.83,Cash,10-31-2023,Forum Istanbul
I075401,17,Female,69,Garden Supplies,6,2217.96,Credit Card,03-05-2024,Capacity
I072777,99,Female,40,Shoes,8,1402.41,Cash,11-08-2022,Metrocity
I114443,17,Male,55,Kitchenware,6,2403.96,Credit Card,11-08-2022,Istinye Park
I782221,84,Male,45,Garden Supplies,3,1636.31,Cash,12-16-2023,Mall of Istanbul
I327978,76,Female,39,Healthcare,7,299.99,Credit Card,11-21-2022,Akasya Acıbadem
I448054,46,Male,35,Grocery,5,984.67,Cash,09-22-2022,Akasya Acıbadem
I505255,100,Female,23,Kitchenware,4,369.78,Credit Card,05-14-2023,Cevahir Mall
I221345,61,Female,75,Garden Supplies,6,548.25,Cash,01-06-2023,Emaar Square Mall
I336626,81,Male,35,Shoes,3,2373.77,Credit Card,02-03-2023,Optimum Outlet
I515124,81,Female,60,Beauty,9,316.19,Credit Card,07-31-2023,Mall of Istanbul
I009934,99,Male,37,Home Appliances,3,1441.1,Cash,05-26-2022,Viaport Outlet
I545520,7,Female,54,Furniture,4,2891.08,Credit Card,07-27-2022,Capacity
I788738,29,Male,73,Kitchenware,1,1463.01,Debit Card,11-03-2023,Akasya Acıbadem
I768752,15,Female,76,Furniture,4,2154.22,Debit Card,12-17-2023,Akasya Acıbadem
I088282,18,Male,53,Kitchenware,6,1597.2,Credit Card,07-29-2023,Akasya Acıbadem
I986013,8,Male,46,Garden Supplies,2,1283.79,Debit Card,12-10-2022,Akasya Acıbadem
I858418,38,Female,36,Shoes,5,1045.56,Debit Card,03-18-2023,Viaport Outlet
I385994,15,Male,57,Sports Equipment,9,2029.13,Credit Card,01-25-2023,Viaport Outlet
I352666,21,Female,63,Home Appliances,1,2076.0,Cash,05-08-2022,Capacity
I785352,13,Female,34,Sports Equipment,9,2653.31,Cash,02-07-2023,Emaar Square Mall
I107860,47,Female,36,Jewelry,2,312.14,Credit Card,06-29-2022,Cevahir Mall
I396730,32,Female,58,Beauty,2,1528.56,Credit Card,03-13-2024,Cevahir Mall
I118633,93,Female,62,Toys,9,187.97,Debit Card,06-17-2022,Zorlu Center
I537603,20,Male,69,Furniture,8,1240.54,Cash,03-20-2023,Viaport Outlet
I757987,85,Male,55,Beauty,6,518.39,Debit Card,09-09-2023,Metropol AVM
I545794,2,Female,79,Furniture,4,1097.74,Debit Card,11-21-2023,Emaar Square Mall
I993237,65,Female,26,Books,2,2190.8,Debit Card,11-19-2023,Forum Istanbul
I361365,31,Female,38,Furniture,2,2660.71,Credit Card,11-06-2023,Kanyon
I241965,39,Female,74,Sports Equipment,6,1787.04,Debit Card,12-29-2023,Forum Istanbul
I078912,1,Male,39,Books,7,889.79,Credit Card,04-09-2023,Mall of Istanbul
I067789,67,Male,51,Furniture,10,48.37,Credit Card,10-15-2023,Cevahir Mall
I944333,38,Female,67,Sports Equipment,2,1894.71,Cash,09-03-2023,Cevahir Mall
I291657,22,Male,24,Stationery,4,1667.68,Credit Card,11-25-2023,Emaar Square Mall
I052863,6,Female,32,Furniture,8,2510.52,Cash,02-28-2024,Istanbul Sapphire
I666781,53,Male,67,Toys,4,895.75,Cash,03-21-2024,Marmara Forum
I961116,99,Female,68,Kitchenware,6,967.28,Cash,07-21-2022,Kanyon
I675025,97,Male,71,Kitchenware,5,2646.37,Credit Card,05-09-2022,Metropol AVM
I022574,54,Female,30,Home Appliances,5,2734.97,Cash,07-23-2022,Akasya Acıbadem
I381817,57,Male,70,Home Appliances,4,1328.69,Cash,06-13-2023,Akasya Acıbadem
I564003,55,Female,35,Beauty,1,396.21,Credit Card,04-02-2023,Viaport Outlet
I888332,22,Male,36,Books,10,56.7,Debit Card,08-26-2023,Mall of Istanbul
I559139,54,Female,35,Stationery,7,1291.7,Credit Card,06-06-2022,Emaar Square Mall
I791938,58,Male,59,Beauty,6,126.89,Cash,07-05-2022,Zorlu Center
I351461,3,Female,22,Grocery,3,1689.31,Cash,12-30-2023,Mall of Istanbul
I682313,29,Male,35,Jewelry,5,71.92,Debit Card,02-04-2024,Capacity
I125367,77,Male,70,Clothing,4,1701.32,Credit Card,12-16-2023,Cevahir Mall
I107979,58,Female,25,Kitchenware,5,2145.36,Debit Card,08-26-2023,Istanbul Sapphire
I336045,38,Male,77,Home Appliances,5,1352.98,Credit Card,12-16-2023,Istinye Park
I692006,54,Male,73,Jewelry,1,2610.15,Cash,05-29-2022,Mall of Istanbul
I739273,14,Female,51,Garden Supplies,4,2764.58,Debit Card,08-25-2023,Optimum Outlet
I343700,5,Female,53,Grocery,1,1620.69,Credit Card,01-15-2024,Forum Istanbul
I527439,88,Male,71,Jewelry,9,298.76,Debit Card,07-30-2022,Zorlu Center
I053261,11,Male,25,Toys,5,269.77,Cash,12-07-2022,Kanyon
I150436,89,Male,60,Furniture,4,2780.85,Cash,11-22-2023,Metrocity
I813879,16,Male,62,Garden Supplies,3,2944.98,Cash,12-08-2023,Optimum Outlet
I792786,4,Female,74,Books,10,2599.83,Credit Card,11-08-2022,Istanbul Sapphire
I995006,51,Male,28,Grocery,6,215.59,Cash,11-30-2022,Kanyon
I329154,52,Male,50,Electronics,6,1694.6,Cash,04-20-2024,Mall of Istanbul
I648949,28,Female,63,Kitchenware,9,2153.56,Credit Card,12-28-2022,Forum Istanbul
I235600,81,Male,39,Furniture,9,36.95,Credit Card,05-27-2022,Zorlu Center
I844466,57,Female,59,Toys,10,1586.79,Debit Card,04-09-2023,Capacity
I769974,100,Male,42,Shoes,9,2141.28,Debit Card,11-23-2023,Zorlu Center
I596927,22,Female,47,Furniture,8,1787.87,Cash,03-03-2023,Cevahir Mall
I607052,95,Male,38,Clothing,8,636.14,Debit Card,01-05-2024,Marmara Forum
I517379,57,Female,64,Electronics,3,2218.92,Debit Card,11-16-2022,Cevahir Mall
I530203,33,Male,46,Shoes,7,2974.44,Cash,06-28-2023,Zorlu Center
I461467,48,Female,41,Shoes,4,2423.67,Credit Card,11-18-2022,Cevahir Mall
I708105,8,Female,24,Electronics,10,1379.5,Cash,06-11-2022,Kanyon
I141612,84,Male,73,Healthcare,4,2174.19,Debit Card,06-08-2023,Kanyon
I855326,31,Male,43,Jewelry,10,702.52,Credit Card,08-19-2022,Akasya Acıbadem
I401750,75,Female,69,Stationery,3,1207.35,Cash,03-28-2024,Mall of Istanbul
I916234,1,Male,79,Home Appliances,6,1201.85,Debit Card,06-05-2022,Akasya Acıbadem
I888045,22,Female,60,Furniture,7,2033.79,Credit Card,12-25-2023,Istanbul Sapphire
I747847,2,Female,53,Kitchenware,4,2541.39,Cash,07-25-2023,Cevahir Mall
I259385,32,Male,49,Clothing,1,474.2,Debit Card,07-31-2023,Cevahir Mall
I310713,93,Male,47,Beauty,7,1735.36,Cash,07-20-2022,Capacity
I018386,80,Male,25,Sports Equipment,1,2530.31,Credit Card,05-19-2022,Capacity
I196751,21,Female,34,Toys,4,1205.87,Cash,08-25-2023,Istinye Park
I531238,7,Female,48,Jewelry,1,1944.15,Credit Card,01-07-2023,Mall of Istanbul
I921026,18,Male,37,Jewelry,7,605.82,Debit Card,05-05-2022,Cevahir Mall
I947652,57,Female,45,Toys,5,2470.36,Credit Card,08-08-2023,Istanbul Sapphire
I855747,17,Female,45,Books,7,122.41,Credit Card,09-15-2022,Optimum Outlet
I063970,37,Female,27,Clothing,6,1367.47,Cash,08-13-2022,Forum Istanbul
I068057,15,Male,63,Furniture,5,1759.49,Debit Card,05-26-2023,Akasya Acıbadem
I344283,33,Female,28,Healthcare,5,2945.84,Debit Card,12-20-2023,Kanyon
I529880,91,Male,77,Home Appliances,9,861.14,Cash,08-04-2022,Metrocity
I768816,79,Female,34,Clothing,3,2175.38,Credit Card,03-25-2024,Emaar Square Mall
I898703,95,Female,53,Electronics,5,807.01,Cash,08-17-2023,Kanyon
I342978,47,Female,58,Kitchenware,9,506.05,Credit Card,07-02-2022,Kanyon
I617598,27,Female,24,Electronics,9,203.38,Cash,02-20-2024,Capacity
I773118,40,Female,23,Sports Equipment,10,91.94,Cash,06-24-2022,Marmara Forum
I574726,41,Male,75,Grocery,4,2022.72,Credit Card,01-04-2023,Cevahir Mall
I511498,37,Female,52,Stationery,7,625.25,Credit Card,02-09-2024,Metrocity
I384268,27,Male,34,Toys,4,168.42,Cash,04-03-2024,Viaport Outlet
I185523,61,Male,61,Garden Supplies,10,163.11,Credit Card,11-05-2023,Kanyon
I132065,49,Male,45,Furniture,8,2508.14,Debit Card,06-18-2022,Istanbul Sapphire
I585825,49,Male,61,Sports Equipment,7,1146.99,Debit Card,03-28-2023,Optimum Outlet
I729856,22,Female,63,Sports Equipment,10,2656.78,Cash,11-01-2022,Istanbul Sapphire
I956378,31,Male,36,Healthcare,10,2165.89,Cash,02-28-2023,Kanyon
I949322,85,Female,25,Garden Supplies,9,532.33,Credit Card,03-15-2023,Mall of Istanbul
I096101,100,Male,65,Healthcare,4,1457.7,Debit Card,06-28-2023,Kanyon
I172481,1,Female,59,Kitchenware,8,1567.26,Cash,03-14-2024,Marmara Forum
I078072,32,Male,53,Beauty,2,2645.77,Debit Card,06-28-2022,Optimum Outlet
I324805,52,Female,47,Home Appliances,6,302.74,Credit Card,05-31-2023,Kanyon
I349294,24,Female,79,Books,2,19.61,Credit Card,05-14-2022,Marmara Forum
I265820,28,Male,36,Toys,10,141.68,Debit Card,03-02-2023,Cevahir Mall
I726530,22,Female,52,Furniture,9,2377.0,Cash,11-30-2023,Emaar Square Mall
I277490,79,Female,28,Clothing,1,1502.34,Cash,02-18-2024,Metrocity
I240850,66,Female,54,Beauty,8,95.32,Credit Card,04-29-2022,Kanyon
I832914,3,Male,73,Stationery,1,1136.53,Credit Card,08-20-2023,Forum Istanbul
I687736,65,Female,20,Furniture,4,53.03,Credit Card,08-05-2023,Zorlu Center
I255110,20,Male,72,Kitchenware,3,2821.13,Cash,04-29-2023,Zorlu Center
I045132,17,Female,53,Clothing,5,1647.42,Credit Card,01-29-2024,Forum Istanbul
I570005,10,Female,59,Toys,2,744.59,Cash,02-11-2023,Akasya Acıbadem
I116825,65,Male,26,Books,7,2872.9,Credit Card,04-07-2023,Kanyon
I863730,41,Female,67,Grocery,10,1396.22,Credit Card,05-02-2023,Metrocity
I977025,38,Male,80,Furniture,2,250.66,Cash,05-06-2023,Metropol AVM
I853100,49,Male,80,Electronics,5,1531.75,Cash,01-22-2023,Capacity
I326621,11,Female,76,Books,3,1853.08,Credit Card,03-17-2024,Metrocity
I251448,88,Male,76,Furniture,1,2983.71,Credit Card,01-17-2023,Metrocity
I437301,45,Female,80,Home Appliances,9,1291.45,Debit Card,08-19-2022,Akasya Acıbadem
I781713,43,Male,50,Garden Supplies,5,1344.99,Debit Card,10-29-2022,Forum Istanbul
I068520,37,Male,42,Kitchenware,5,514.9,Cash,12-23-2022,Marmara Forum
I073948,23,Female,20,Jewelry,1,546.92,Debit Card,11-05-2022,Metropol AVM
I752194,0,Male,76,Books,7,599.07,Debit Card,09-06-2023,Metropol AVM
I264823,51,Female,56,Garden Supplies,4,143.14,Credit Card,12-01-2023,Akasya Acıbadem
I288132,99,Female,22,Home Appliances,8,1614.87,Debit Card,08-30-2022,Cevahir Mall
I634065,15,Female,37,Home Appliances,10,1071.58,Debit Card,10-28-2022,Capacity
I573883,71,Female,74,Healthcare,8,904.11,Debit Card,10-26-2022,Forum Istanbul
I843970,12,Female,48,Garden Supplies,4,1936.78,Credit Card,04-08-2024,Emaar Square Mall
I914386,18,Female,75,Electronics,6,46.93,Credit Card,02-17-2023,Metrocity
I923373,48,Female,56,Home Appliances,7,2148.55,Cash,12-10-2023,Metropol AVM
I328214,70,Male,58,Kitchenware,8,684.44,Cash,01-08-2024,Emaar Square Mall
I158408,36,Female,28,Toys,6,1637.22,Credit Card,02-26-2024,Zorlu Center
I869392,45,Female,24,Kitchenware,8,2939.97,Credit Card,01-08-2023,Forum Istanbul
I889007,85,Female,52,Garden Supplies,10,367.77,Credit Card,08-21-2022,Viaport Outlet
I355078,98,Male,29,Toys,5,2894.59,Credit Card,10-11-2022,Istinye Park
I935355,79,Female,75,Garden Supplies,2,184.65,Debit Card,10-17-2022,Metropol AVM
I285760,81,Female,64,Sports Equipment,2,2591.18,Credit Card,01-12-2024,Viaport Outlet
I727187,45,Female,32,Garden Supplies,5,2906.48,Debit Card,10-07-2022,Cevahir Mall
I376120,19,Female,35,Beauty,8,1141.42,Debit Card,09-26-2023,Forum Istanbul
I938003,45,Female,24,Furniture,7,1746.23,Credit Card,08-04-2022,Zorlu Center
I865962,3,Female,18,Garden Supplies,4,2867.79,Credit Card,04-12-2024,Viaport Outlet
I645850,79,Male,25,Healthcare,9,2158.55,Credit Card,07-18-2023,Mall of Istanbul
I951333,32,Female,45,Electronics,3,2126.04,Cash,04-17-2024,Viaport Outlet
I811014,19,Female,76,Toys,1,1499.32,Debit Card,01-04-2023,Optimum Outlet
I796426,50,Female,22,Shoes,6,1523.25,Debit Card,07-04-2022,Kanyon
I572243,89,Female,75,Kitchenware,1,1919.19,Cash,01-11-2024,Viaport Outlet
I692850,2,Female,29,Jewelry,8,2497.41,Credit Card,11-06-2022,Kanyon
I761432,20,Female,57,Garden Supplies,10,172.65,Cash,01-16-2024,Akasya Acıbadem
I047353,10,Male,45,Stationery,2,558.51,Credit Card,07-12-2023,Istanbul Sapphire
I780489,49,Male,18,Shoes,4,1496.08,Cash,04-26-2023,Kanyon
I121440,73,Male,51,Jewelry,3,1554.92,Credit Card,02-02-2023,Marmara Forum
I448108,25,Male,22,Grocery,2,1460.97,Credit Card,08-02-2023,Zorlu Center
I845787,73,Female,23,Beauty,3,2146.41,Credit Card,07-19-2023,Emaar Square Mall
I723584,21,Male,79,Sports Equipment,3,1978.17,Debit Card,02-18-2023,Akasya Acıbadem
I620347,28,Female,37,Kitchenware,7,1234.32,Debit Card,03-18-2024,Marmara Forum
I922784,40,Male,48,Clothing,4,448.21,Debit Card,03-07-2023,Kanyon
I277467,86,Female,54,Toys,9,1805.69,Debit Card,02-14-2024,Akasya Acıbadem
I267206,39,Female,34,Shoes,9,2247.01,Credit Card,03-01-2024,Zorlu Center
I592750,97,Male,19,Toys,1,974.33,Cash,06-09-2023,Metrocity
I326641,66,Male,63,Stationery,7,1923.61,Cash,06-30-2022,Akasya Acıbadem
I491919,73,Female,78,Books,3,656.99,Credit Card,04-29-2023,Capacity
I830198,68,Male,79,Stationery,5,2758.29,Debit Card,04-04-2024,Metrocity
I171944,29,Male,45,Home Appliances,1,2107.18,Debit Card,11-18-2022,Forum Istanbul
I324508,78,Female,51,Beauty,2,556.92,Debit Card,08-28-2023,Metropol AVM
I296027,61,Female,59,Beauty,6,1350.04,Debit Card,06-15-2022,Mall of Istanbul
I345121,87,Female,55,Home Appliances,5,2663.97,Cash,11-03-2023,Optimum Outlet
I700294,89,Male,31,Home Appliances,6,171.11,Debit Card,12-23-2022,Akasya Acıbadem
I674636,85,Male,36,Electronics,6,2916.61,Cash,11-20-2023,Metropol AVM
I139247,44,Female,56,Electronics,2,2914.69,Credit Card,05-03-2022,Viaport Outlet
I181277,58,Female,54,Clothing,2,1510.94,Credit Card,05-03-2022,Capacity
I482461,84,Male,74,Healthcare,4,2359.73,Credit Card,05-18-2023,Cevahir Mall
I421799,89,Male,28,Furniture,2,1929.33,Credit Card,10-23-2023,Optimum Outlet
I284833,20,Female,47,Electronics,9,288.63,Cash,01-11-2023,Mall of Istanbul
I136231,31,Female,57,Jewelry,4,1272.21,Debit Card,06-05-2022,Optimum Outlet
I416039,43,Male,18,Toys,2,2756.61,Credit Card,07-20-2023,Capacity
I954621,57,Male,65,Kitchenware,7,665.0,Cash,09-27-2022,Metrocity
I054589,99,Female,27,Electronics,10,2478.82,Debit Card,01-08-2023,Optimum Outlet
I480003,37,Male,69,Home Appliances,2,2864.14,Credit Card,11-19-2022,Akasya Acıbadem
I988866,81,Female,29,Healthcare,7,1132.9,Debit Card,03-11-2023,Viaport Outlet
I265448,3,Female,75,Grocery,9,1360.12,Cash,09-14-2022,Mall of Istanbul
I188766,33,Male,61,Stationery,8,103.38,Debit Card,02-19-2024,Istanbul Sapphire
I573111,70,Female,60,Stationery,7,1837.03,Credit Card,09-25-2023,Istinye Park
I964709,50,Female,66,Jewelry,6,1903.95,Debit Card,07-06-2023,Forum Istanbul
I781360,3,Male,48,Healthcare,9,1210.53,Credit Card,11-15-2023,Metrocity
I339537,73,Male,75,Beauty,3,1432.33,Credit Card,10-15-2022,Optimum Outlet
I732783,44,Female,19,Stationery,6,2325.69,Cash,01-21-2024,Mall of Istanbul
I952584,65,Female,22,Stationery,9,1028.45,Cash,05-22-2023,Kanyon
I221717,77,Female,29,Beauty,4,22.3,Credit Card,07-22-2023,Metropol AVM
I124048,13,Female,40,Books,10,2078.37,Credit Card,02-02-2023,Istinye Park
I767970,77,Male,31,Toys,6,1650.96,Cash,09-29-2022,Mall of Istanbul
I070852,64,Female,40,Healthcare,6,2232.65,Credit Card,05-28-2023,Emaar Square Mall
I736520,79,Female,25,Grocery,9,2018.79,Debit Card,06-28-2022,Optimum Outlet
I540256,31,Male,41,Electronics,4,23.8,Cash,06-21-2023,Optimum Outlet
I269221,0,Female,48,Healthcare,8,2438.27,Cash,11-08-2022,Cevahir Mall
I907599,40,Female,38,Books,3,627.86,Credit Card,06-22-2023,Metropol AVM
I406454,89,Male,79,Beauty,7,2149.43,Cash,02-14-2023,Metropol AVM
I468169,25,Female,80,Healthcare,6,2705.38,Credit Card,01-02-2023,Akasya Acıbadem
I414905,34,Female,45,Beauty,1,1857.69,Debit Card,07-24-2023,Cevahir Mall
I425470,74,Female,70,Sports Equipment,7,2075.05,Credit Card,06-14-2022,Kanyon
I253185,49,Female,33,Healthcare,9,1397.09,Debit Card,05-04-2022,Zorlu Center
I848100,86,Female,20,Kitchenware,8,286.9,Credit Card,02-10-2023,Emaar Square Mall
I608206,82,Male,43,Furniture,1,1431.95,Cash,10-30-2023,Istanbul Sapphire
I284647,71,Male,44,Beauty,10,1317.87,Credit Card,04-30-2022,Kanyon
I469284,80,Female,40,Furniture,9,2083.72,Credit Card,06-20-2023,Akasya Acıbadem
I773205,34,Female,80,Grocery,7,2449.51,Credit Card,06-20-2022,Akasya Acıbadem
I681862,49,Female,28,Books,2,2691.46,Credit Card,06-11-2022,Zorlu Center
I261829,35,Male,59,Sports Equipment,5,1169.89,Credit Card,03-10-2023,Viaport Outlet
